model_output,target,scores,scores_inserts
hiyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
yakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
shasiyakhuluma futhi,Siyakhuluma futhi.,"['111111111111111', '111111111111111', '111111111111111']","['[]', '[]', '[]']"
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhuluma fothi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhukhuluma futhi,Siyakhuluma futhi.,['111101111111111'],"['[""4""]']"
ubani olapho,Ubani olapho?,"['11111111111', '10111111111']","['[]', '[]']"
ubani olapho,Ubani olapho?,['11111111111'],['[]']
ubani ulapho,Ubani olapho?,"['10111101111', '10111111111']","['[]', '[]']"
ubani olapho,Ubani olapho?,"['11111111111', '11111111111', '11111111111']","['[]', '[]', '[]']"
obani olapho,Ubani olapho?,['11111111111'],['[]']
ubani olapho,Ubani olapho?,"['11111111111', '11111111111']","['[]', '[]']"
ubani olapho,Ubani olapho?,['11111111111'],['[]']
ubani olwa ulapho,Ubani olapho?,"['11111111111', '11111111111', '10111111111']","['[]', '[]', '[]']"
ubani ulapho,Ubani olapho?,['10111111111'],['[]']
ubani olapho,Ubani olapho?,['10111111111'],['[]']
ubani ulapho,Ubani olapho?,['11111101111'],['[]']
ubani olapho,Ubani olapho?,['10111111111'],['[]']
iningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111110111111', '11111111110111111']","['[]', '[]', '[]']"
ziningi izihloba na,Ziningi izihlobo na?,['11111111111110111'],['[]']
siningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ziningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
eziningi izinhlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111']","['[]', '[""10""]']"
ziningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ziningi izihlobo na,Ziningi izihlobo na?,['11111111111111111'],['[]']
czinizinnizishlobo na,Ziningi izihlobo na?,"['11110111110111111', '11111111111111111', '11110111110111111']","['[]', '[]', '[]']"
zinizlopha na,Ziningi izihlobo na?,"['11001111110010111', '11111111100100111']","['[""2""]', '[""2""]']"
ziningiizihlobona,Ziningi izihlobo na?,['11111111111111111'],['[]']
ziningi izihlobo na,Ziningi izihlobo na?,['11111111111111111'],['[]']
zingini izinhlobo na,Ziningi izihlobo na?,['11000011111111111'],"['[""10""]']"
mina anganzi,Mina angazi.,['1111111111'],['[]']
mina angazi,Mina angazi.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
mina angazi,Mina angazi.,"['1111111111', '1111111111']","['[]', '[]']"
nmina angazi,Mina angazi.,['1111110111'],['[]']
mina angahle,Mina angazi.,"['1111111111', '1111111111']","['[]', '[]']"
mina angazi,Mina angazi.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
mina angazi,Mina angazi.,['1111111111'],['[]']
nina angazie,Mina angazi.,['1111111111'],['[]']
nmina agazi,Mina angazi.,['1111111111'],['[]']
mina angazi,Mina angazi.,"['1111111111', '1111111111']","['[]', '[]']"
mina angazi,Mina angazi.,['1111111111'],['[]']
mina angazi,Mina angazi.,['1111111111'],['[]']
ayawudla ummbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111', '1111110111111111']","['[]', '[]', '[]']"
bayawudla ummbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
ayabuhla umbhila,Bayawudla ummbila.,"['1111111111111111', '1111110011111111', '1111110111110111']","['[]', '[""7""]', '[]']"
bayawudla ummbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
bayawudla ummbila,Bayawudla ummbila.,['1111111111111111'],['[]']
bayawudla ummbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
bayawudla umbila,Bayawudla ummbila.,['1111111111111111'],['[]']
baya udla umubila,Bayawudla ummbila.,"['1111111111011111', '1111111111111111']","['[]', '[]']"
bayavudlaamabila,Bayawudla ummbila.,['0111010110100011'],['[]']
bayawudla umbila,Bayawudla ummbila.,['1111111111111111'],['[]']
bayawula ummbila,Bayawudla ummbila.,['0111111111111111'],['[]']
baya guhla umubiya,Bayawudla ummbila.,['0111111110000000'],['[]']
hambani khahle,Hambani kahle.,"['111111110101', '111111110101']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambani khahle,Hambani kahle.,"['111111111111', '111111110111']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111', '011111111111']","['[]', '[]', '[]']"
hambani kahle,Hambani kahle.,['011111111111'],['[]']
hambani khashle,Hambani kahle.,"['111111110101', '111111110111', '111111110101']","['[]', '[""8""]', '[]']"
hambani khahle,Hambani kahle.,['111111110111'],['[]']
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambi khahle,Hambani kahle.,['111100010111'],['[]']
ngiyaloba,Ngiyaloba.,"['11111111', '11111111']","['[]', '[]']"
ngiyaloba,Ngiyaloba.,"['11111111', '11111111']","['[]', '[]']"
ingiyaloba,Ngiyaloba.,"['11111111', '11111111', '11111101']","['[]', '[]', '[""0""]']"
ngiyaloba,Ngiyaloba.,['11111111'],['[]']
ngiyaloba,Ngiyaloba.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
ngiyaloba,Ngiyaloba.,"['11111111', '11111111']","['[]', '[]']"
ngiyaloba,Ngiyaloba.,['11111111'],['[]']
ingiyaloba,Ngiyaloba.,"['11111111', '11111101']","['[]', '[""0""]']"
ngi ilyabhola,Ngiyaloba.,['11110101'],['[]']
ngiyalaloba,Ngiyaloba.,['11111111'],"['[""4""]']"
ngiyahloba,Ngiyaloba.,['11110111'],"['[""4""]']"
ngiyaloba,Ngiyaloba.,['11111111'],['[]']
abanamali,Abanamali.,"['111111111', '101111111']","['[]', '[]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,"['111111111', '111111111']","['[]', '[]']"
abanamali,Abanamali.,"['111111111', '111111111']","['[]', '[]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,"['111111111', '111111111']","['[]', '[]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,"['101111111', '101111111']","['[]', '[]']"
abanamili,Abanamali.,['111111011'],"['[""6""]']"
aba namali,Abanamali.,['111111111'],['[]']
aba namali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,['111111111'],['[]']
le n kgosikazi inamandla,Le nkosikazi inamandla.,"['111111111111111111111', '111101111111111111111']","['[]', '[""3""]']"
nenkhosikazi inamandla,Le nkosikazi inamandla.,"['111111110111111111111', '111101111111111111111']","['[]', '[]']"
le imkhosi khazi inamandla,Le nkosikazi inamandla.,"['111101110111111111111', '111101110111111111111']","['[]', '[]']"
ne,Le nkosikazi inamandla.,['111101111111111111111'],['[]']
le nkosikazi inamandla,Le nkosikazi inamandla.,['111111111111111111111'],['[]']
le nkosikazi inamandla,Le nkosikazi inamandla.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
lengi kosikazi inamandla,Le nkosikazi inamandla.,['111111111111111111111'],['[]']
liinkhosikhazi imamandla,Le nkosikazi inamandla.,"['101011110111110111111', '101111111111111111111', '101101110111110111111']","['[]', '[]', '[""3""]']"
leniznmandla,Le nkosikazi inamandla.,['111101110111111111111'],"['[""9"", ""16""]']"
leni khosikazi inamandla,Le nkosikazi inamandla.,['111111111111111111111'],"['[""3""]']"
leniukho sizhaziimandla,Le nkosikazi inamandla.,['111111111111110011111'],['[]']
le nkhosikhasiihl,Le nkosikazi inamandla.,['111101110110110011101'],['[]']
umunthu ukhulume khancane,Umuntu ukhulume kancane.,"['111111111111111011111', '111101111111111110111']","['[]', '[]']"
umuntho ukhulume kancane,Umuntu ukhulume kancane.,"['111101111111111011111', '111110111111111011111', '111100111111111010111']","['[]', '[""5"", ""15""]', '[]']"
umuntu ukhulume khaa,Umuntu ukhulume kancane.,"['111111111111111011111', '111111111111111010111']","['[]', '[]']"
umuntu ukhulume kancane,Umuntu ukhulume kancane.,['111111111111111111111'],['[]']
umuntu ukhulume kancane,Umuntu ukhulume kancane.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
untu ukhulume kancane,Umuntu ukhulume kancane.,"['110111111111111111111', '111111111111111111111', '001111111111111111111']","['[]', '[]', '[]']"
umuntu ukhuluma kancane,Umuntu ukhulume kancane.,"['111111111111101111111', '111111111111101111111']","['[""13""]', '[]']"
imunthu ukhulumekhani,Umuntu ukhulume kancane.,"['011101111111111010000', '011101111111111011111', '011101111111111010000']","['[]', '[""0"", ""4"", ""16""]', '[]']"
umunzu ukhulume,Umuntu ukhulume kancane.,['111101111111111110111'],['[]']
umuntuukhulume kancane,Umuntu ukhulume kancane.,['111111111111111011111'],['[]']
umunthu ukhulume khacan,Umuntu ukhulume kancane.,['111111110111111110111'],['[]']
umuthi ukhulumekane,Umuntu ukhulume kancane.,['111000111111111010001'],['[]']
pamba,Bamba.,"['11111', '11111', '11111']","['[]', '[]', '[]']"
bamba,Bamba.,"['01111', '11111', '01111']","['[]', '[]', '[]']"
bamba,Bamba.,"['01111', '01111']","['[]', '[]']"
bamba,Bamba.,"['11111', '11111']","['[]', '[]']"
bamba,Bamba.,"['11111', '11111']","['[]', '[]']"
bamba,Bamba.,"['11111', '11111']","['[]', '[]']"
bamba,Bamba.,['11111'],['[]']
bamba,Bamba.,['01111'],['[]']
bambi,Bamba.,['01110'],['[]']
bamba,Bamba.,['11111'],['[]']
bamba,Bamba.,['11111'],['[]']
mbamba,Bamba.,['11111'],"['[""0""]']"
ithiye linandi,Itiye limnandi.,['10111111111111'],['[]']
ithiye limnandi,Itiye limnandi.,['10111111111111'],['[]']
ithiye limnandi,Itiye limnandi.,"['10111111111111', '10111111111111']","['[]', '[]']"
itiye limnandi,Itiye limnandi.,"['11111111111111', '11111111111111']","['[]', '[]']"
iiye limnandi,Itiye limnandi.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
itiye limnandi,Itiye limnandi.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
itiye limnandi,Itiye limnandi.,['11111111111111'],['[]']
ithiya li umnandi,Itiye limnandi.,['10110111111111'],['[]']
itheyi lamnandi,Itiye limnandi.,['10110110111111'],['[]']
ithiye limnandi,Itiye limnandi.,"['11111111111111', '10111111111111']","['[]', '[]']"
ithiye limnandi,Itiye limnandi.,['11111111111111'],['[]']
lithe,Itiye limnandi.,['00000111100111'],"['[""9"", ""14""]']"
ingdlela imbi,Indlela imbi.,"['11111111111', '11011111111']","['[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
indlela imbi,Indlela imbi.,"['11111111111', '11111111111']","['[]', '[]']"
indlela imbi,Indlela imbi.,"['11111111111', '11111111111']","['[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
inzela imbi,Indlela imbi.,"['11111111111', '11111111111', '11111111111']","['[]', '[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
ini lila imi,Indlela imbi.,"['11001111111', '11101111111']","['[]', '[]']"
inilela imbi,Indlela imbi.,['10011111111'],['[]']
indlela imbi,Indlela imbi.,"['11111111111', '11111111111']","['[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
ingdlela mb,Indlela imbi.,['11111111111'],['[]']
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,"['11111', '11111', '11111']","['[]', '[]', '[]']"
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
unyawo luphi,Unyawo luphi?,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
unyawo luphile,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
unyawo luphi,Unyawo luphi?,['1111111111'],['[]']
unyawo luphi,Unyawo luphi? ,"['11111111111', '11111111111']","['[]', '[]']"
unyawo luphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
unyawo luphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
unyawo luphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
uniyawo luphie,Unyawo luphi?,['1111111111'],['[]']
unayoluphi,Unyawo luphi?,['1010111111'],['[]']
unyawoluphi,Unyawo luphi?,['1111111101'],['[]']
unyawoluphi,Unyawo luphi?,['1111111111'],['[]']
anyaloliphi,Unyawo luphi?,"['0110111011', '0110111011']","['[""3"", ""7""]', '[]']"
uyasibiza na,Uyasibiza na?,['111110111111'],['[]']
uyasibiza na,Uyasibiza na?,"['111111111111', '111111111111', '111110111111']","['[]', '[]', '[]']"
uyasibiza na,Uyasibiza na?,"['111110111111', '111110111111']","[None, '[]']"
uyasibiza na,Uyasibiza na?,['111111111111'],['[]']
uyasibiza na,Uyasibiza na?,"['111111111111', '111111111111']","['[]', '[]']"
uyasibiza na,Uyasibiza na?,['111111111111'],['[]']
uyasibiza na,Uyasibiza na?,['111111111111'],['[]']
uyasibhiza na,Uyasibiza na?,"['111110111111', '111110111111']","['[]', '[]']"
usiuyasibenza na,Uyasibiza na?,['111111011111'],"['[""1"", ""7""]']"
uyasibiza na,Uyasibiza na?,['111110111111'],['[]']
uyasibizana,Uyasibiza na?,['111111111111'],['[]']
uyasibiza na,Uyasibiza na?,['111110111111'],['[]']
ziphi manje,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
ziphi manje,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
wiphi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
ziphi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,['1111111111'],['[]']
siphi manshle,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
ziphi manje,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
ziphi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,['1111111111'],['[]']
ziphie manje,Ziphi manje?,['1111111111'],['[]']
amasela ayonshontsha,Amasela ayontshontsha.,['1111111111110011001'],['[]']
amasela ayonshonjha,Amasela ayontshontsha.,"['1111111111111011101', '1111111111111111111']","['[]', '[]']"
amasila ayonhonsha,Amasela ayontshontsha.,['1110011111110010001'],['[]']
amasela ayontshontsha,Amasela ayontshontsha.,['1111111111011111111'],['[]']
amasela ayontshontha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasela ayantshontsha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasela ayantshontsha,Amasela ayontshontsha.,['1111111111011111111'],['[]']
amasiyela ayonqwashana,Amasela ayontshontsha.,['1111111111100000000'],['[]']
amasilela ayatshtshwashwa,Amasela ayontshontsha.,['1111011111000000000'],"['[""5""]']"
amasela ayonhontsha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasela ayonthontha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasihla ayothishosha,Amasela ayontshontsha.,['1111101111100001000'],['[]']
isifo sibi,Isifo sibi.,"['1111111111', '1111111111']","['[]', '[]']"
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo sibi,Isifo sibi.,"['1111111111', '1111111111']","['[]', '[]']"
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo siphi,Isifo sibi.,"['1111111111', '1111111111']","['[]', '[]']"
isifo simi,Isifo sibi.,['1111111111'],['[]']
isifosibi,Isifo sibi.,['1111111111'],['[]']
isifo sibiye,Isifo sibi.,"['1111111111', '1111111101']","['[]', '[]']"
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifosibi,Isifo sibi.,['1111111111'],['[]']
izifo sibiye,Isifo sibi.,['1011111111'],['[]']
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
ngikhutshelile ukhuthi ulathela,Ngikutshelile ukuthi fulathela.,['11110011111110111111111111'],['[]']
ingikingikhutshelile ukhuthi fulathela,Ngikutshelile ukuthi fulathela.,['11010011111110111111111111'],"['[""0""]']"
ingikhutshela ukuthifulathela,Ngikutshelile ukuthi fulathela.,"['11010001111110111111111111', '11010011000110111111111111']","['[]', '[""0""]']"
ngikutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
niwutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
ngikujelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
ngikutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11111111111111111111111111'],['[]']
hingikhuthishilileukhtifulathile,Ngikutshelile ukuthi fulathela.,['11010001111110111111111010'],['[]']
ingikhutshelileukhuthifulathela,Ngikutshelile ukuthi fulathela.,['11011111111110111111111111'],"['[""0""]']"
gikhutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11011111111110111111111111'],['[]']
ngikhutshelile ukhuthifulfulathela,Ngikutshelile ukuthi fulathela.,['11111111111111111111111111'],['[]']
ingithushishleleuuthiufakhela,Ngikutshelile ukuthi fulathela.,['11000000000110111100000011'],"['[""0""]']"
izinthaba zinde,Izintaba zinde.,"['11110111111111', '11110111111111']","['[]', '[]']"
izinthaba zinde,Izintaba zinde.,"['11110111111111', '11110111111111']","['[]', '[]']"
izinthaba zinda,Izintaba zinde.,"['11110111111110', '11110111111110']","['[]', '[""14""]']"
izintaba zinde,Izintaba zinde.,"['11111111111111', '11111111111111']","['[]', '[]']"
izintaba zinde,Izintaba zinde.,"['11111111111111', '11111111111111']","['[]', '[]']"
izintaba zinde,Izintaba zinde.,"['11111111111111', '11111111111111']","['[]', '[]']"
izintaba zinde,Izintaba zinde.,['11111111111111'],['[]']
izinthaba zinde,Izintaba zinde.,['11110111111111'],['[]']
izinthaba zinde,Izintaba zinde.,['11110111111111'],['[]']
izintaba zinde,Izintaba zinde.,['11111111111111'],['[]']
izinthaba zinde,Izintaba zinde.,['11111111111111'],['[]']
izinthaba zinhle,Izintaba zinde.,"['11111111111101', '11110111111101']","['[""12""]', '[]']"
ehhe,"Ehhe, siyambona lapho.",['111111111111111111'],['[]']
e,"Ehhe, siyambona lapho.","['101111111011111111', '111111111111111111', '000111110011111111']","['[]', '[]', '[]']"
e,"Ehhe, siyambona lapho.","['101111111011111111', '100111111011111111']","['[]', '[]']"
e,"Ehhe, siyambona lapho.",['111111111111111111'],['[]']
ehhe,"Ehhe, siyambona lapho.","['111111111111111111', '101111111111111111']","['[]', '[]']"
e,"Ehhe, siyambona lapho.",['100111111111111111'],['[]']
ehye,"Ehhe, siyambona lapho.",['111111111111111111'],['[]']
e,"Ehhe, siyambona lapho.","['101111110011111111', '010111111011111111']","['[]', '[]']"
ehh,"Ehhe, siyambona lapho.",['111111111111111111'],['[]']
ehhe,"Ehhe, siyambona lapho.",['101111110111111111'],['[]']
