model_output,target,scores,scores_inserts
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
iyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhulumafuthi,Siyakhuluma futhi.,"['111111111111111', '111111111111111', '111111111111111']","['[]', '[]', '[]']"
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakukhuluma futhi,Siyakhuluma futhi.,['111101111111111'],"['[""4""]']"
ubani olapho,Ubani olapho?,"['11111111111', '10111111111']","['[]', '[]']"
ubani olapho,Ubani olapho?,['11111111111'],['[]']
ubhani ulapho,Ubani olapho?,"['10111101111', '10111111111']","['[]', '[]']"
ubani olapho uzde,Ubani olapho?,"['11111111111', '11111111111', '11111111111']","['[]', '[]', '[]']"
ubani olapho uizie,Ubani olapho?,['11111111111'],['[]']
ubani olapho uide,Ubani olapho?,"['11111111111', '11111111111']","['[]', '[]']"
ubani olapho,Ubani olapho?,['11111111111'],['[]']
ubhani ] ulapho,Ubani olapho?,"['11111111111', '11111111111', '10111111111']","['[]', '[]', '[]']"
ubani ulapho,Ubani olapho?,['10111111111'],['[]']
ubani olapho,Ubani olapho?,['10111111111'],['[]']
ubani ulapho,Ubani olapho?,['11111101111'],['[]']
ubhani olapho,Ubani olapho?,['10111111111'],['[]']
iningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111110111111', '11111111110111111']","['[]', '[]', '[]']"
ziningi izihloba na,Ziningi izihlobo na?,['11111111111110111'],['[]']
siningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ziningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
ziningi izinhlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111']","['[]', '[""10""]']"
ziningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ziningi izihlobo na,Ziningi izihlobo na?,['11111111111111111'],['[]']
zinini izihlobo na,Ziningi izihlobo na?,"['11110111110111111', '11111111111111111', '11110111110111111']","['[]', '[]', '[]']"
zinginingi izalupha na,Ziningi izihlobo na?,"['11001111110010111', '11111111100100111']","['[""2""]', '[""2""]']"
ziningi izihlobo na,Ziningi izihlobo na?,['11111111111111111'],['[]']
ziningi izihlobo na,Ziningi izihlobo na?,['11111111111111111'],['[]']
zingani izinhlobona,Ziningi izihlobo na?,['11000011111111111'],"['[""10""]']"
mina angazi,Mina angazi.,['1111111111'],['[]']
mina angazi,Mina angazi.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
mina angazi,Mina angazi.,"['1111111111', '1111111111']","['[]', '[]']"
mina angazi,Mina angazi.,['1111110111'],['[]']
mina angazi,Mina angazi.,"['1111111111', '1111111111']","['[]', '[]']"
mina angazi,Mina angazi.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
mina angazi,Mina angazi.,['1111111111'],['[]']
mina angaze,Mina angazi.,['1111111111'],['[]']
mina angazi,Mina angazi.,['1111111111'],['[]']
mina angazi,Mina angazi.,"['1111111111', '1111111111']","['[]', '[]']"
mina angazi,Mina angazi.,['1111111111'],['[]']
mina angazi,Mina angazi.,['1111111111'],['[]']
ayawudla umbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111', '1111110111111111']","['[]', '[]', '[]']"
bayawudla um bila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
ayabudla um bhila,Bayawudla ummbila.,"['1111111111111111', '1111110011111111', '1111110111110111']","['[]', '[""7""]', '[]']"
bayawudla ummbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
bayawudla ummbidla,Bayawudla ummbila.,['1111111111111111'],['[]']
bayawudla ummbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
bayawudla ummbila,Bayawudla ummbila.,['1111111111111111'],['[]']
baya udla umubila,Bayawudla ummbila.,"['1111111111011111', '1111111111111111']","['[]', '[]']"
bayavudla amabila,Bayawudla ummbila.,['0111010110100011'],['[]']
bayawudla umbila,Bayawudla ummbila.,['1111111111111111'],['[]']
bayawula umbila,Bayawudla ummbila.,['0111111111111111'],['[]']
bhaya uhla,Bayawudla ummbila.,['0111111110000000'],['[]']
hambani kasle,Hambani kahle.,"['111111110101', '111111110101']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambani cale,Hambani kahle.,"['111111111111', '111111110111']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111', '011111111111']","['[]', '[]', '[]']"
hhambani kahle,Hambani kahle.,['011111111111'],['[]']
hambani khashile,Hambani kahle.,"['111111110101', '111111110111', '111111110101']","['[]', '[""8""]', '[]']"
hambani khahle,Hambani kahle.,['111111110111'],['[]']
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambi khahle,Hambani kahle.,['111100010111'],['[]']
ngiyaloba,Ngiyaloba.,"['11111111', '11111111']","['[]', '[]']"
ngiyaloba,Ngiyaloba.,"['11111111', '11111111']","['[]', '[]']"
ngiyaloba,Ngiyaloba.,"['11111111', '11111111', '11111101']","['[]', '[]', '[""0""]']"
ngiyaloba,Ngiyaloba.,['11111111'],['[]']
ngiyaloba,Ngiyaloba.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
ngiyaloba,Ngiyaloba.,"['11111111', '11111111']","['[]', '[]']"
ngiyaloba,Ngiyaloba.,['11111111'],['[]']
ingiyaloba,Ngiyaloba.,"['11111111', '11111101']","['[]', '[""0""]']"
ingiiyabula,Ngiyaloba.,['11110101'],['[]']
ngiyaaloba,Ngiyaloba.,['11111111'],"['[""4""]']"
ngiyahloba,Ngiyaloba.,['11110111'],"['[""4""]']"
ngiyaloba,Ngiyaloba.,['11111111'],['[]']
abanamali,Abanamali.,"['111111111', '101111111']","['[]', '[]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,"['111111111', '111111111']","['[]', '[]']"
abanamali,Abanamali.,"['111111111', '111111111']","['[]', '[]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,"['111111111', '111111111']","['[]', '[]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,"['101111111', '101111111']","['[]', '[]']"
abanamili,Abanamali.,['111111011'],"['[""6""]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,['111111111'],['[]']
lenngosigazi inamandla,Le nkosikazi inamandla.,"['111111111111111111111', '111101111111111111111']","['[]', '[""3""]']"
le i ngosikazi inamandla,Le nkosikazi inamandla.,"['111111110111111111111', '111101111111111111111']","['[]', '[]']"
leinghosikazi inamandla,Le nkosikazi inamandla.,"['111101110111111111111', '111101110111111111111']","['[]', '[]']"
le kosikazi inamandla,Le nkosikazi inamandla.,['111101111111111111111'],['[]']
le nkosikazi inamandla,Le nkosikazi inamandla.,['111111111111111111111'],['[]']
le nkosikazi inamandla,Le nkosikazi inamandla.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
lenkosikazi inamandla,Le nkosikazi inamandla.,['111111111111111111111'],['[]']
liinkhosikazi imamandla,Le nkosikazi inamandla.,"['101011110111110111111', '101111111111111111111', '101101110111110111111']","['[]', '[]', '[""3""]']"
leinkoiikwazi inamandla,Le nkosikazi inamandla.,['111101110111111111111'],"['[""9"", ""16""]']"
lenkosikazi inamandla,Le nkosikazi inamandla.,['111111111111111111111'],"['[""3""]']"
leko] sikhazi imandla,Le nkosikazi inamandla.,['111111111111110011111'],['[]']
lenkoikhasi imandla,Le nkosikazi inamandla.,['111101110110110011101'],['[]']
umuntu ukhulume khancane,Umuntu ukhulume kancane.,"['111111111111111011111', '111101111111111110111']","['[]', '[]']"
umunto ukhulume kancane,Umuntu ukhulume kancane.,"['111101111111111011111', '111110111111111011111', '111100111111111010111']","['[]', '[""5"", ""15""]', '[]']"
umuntu ukhulume s] kangani [s],Umuntu ukhulume kancane.,"['111111111111111011111', '111111111111111010111']","['[]', '[]']"
umuntu akhulume kancane,Umuntu ukhulume kancane.,['111111111111111111111'],['[]']
umuntu akhulume kancane,Umuntu ukhulume kancane.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
untu ukhulume kancane,Umuntu ukhulume kancane.,"['110111111111111111111', '111111111111111111111', '001111111111111111111']","['[]', '[]', '[]']"
umuntu okhuluma kancane,Umuntu ukhulume kancane.,"['111111111111101111111', '111111111111101111111']","['[""13""]', '[]']"
imuntu ukhulume kana,Umuntu ukhulume kancane.,"['011101111111111010000', '011101111111111011111', '011101111111111010000']","['[]', '[""0"", ""4"", ""16""]', '[]']"
umuntu ukhuluma kancane,Umuntu ukhulume kancane.,['111101111111111110111'],['[]']
umuntu ukhulume kancane,Umuntu ukhulume kancane.,['111111111111111011111'],['[]']
umuntu ukhulume kantshane,Umuntu ukhulume kancane.,['111111110111111110111'],['[]']
umuthi ukhulume kake,Umuntu ukhulume kancane.,['111000111111111010001'],['[]']
bamba,Bamba.,"['11111', '11111', '11111']","['[]', '[]', '[]']"
damba,Bamba.,"['01111', '11111', '01111']","['[]', '[]', '[]']"
bamba,Bamba.,"['01111', '01111']","['[]', '[]']"
bamba,Bamba.,"['11111', '11111']","['[]', '[]']"
bamba,Bamba.,"['11111', '11111']","['[]', '[]']"
bamba,Bamba.,"['11111', '11111']","['[]', '[]']"
bamba,Bamba.,['11111'],['[]']
bamba,Bamba.,['01111'],['[]']
bhambi,Bamba.,['01110'],['[]']
bamba,Bamba.,['11111'],['[]']
bamba,Bamba.,['11111'],['[]']
mbamba,Bamba.,['11111'],"['[""0""]']"
ithiye li nandi,Itiye limnandi.,['10111111111111'],['[]']
ithiye li mnandi,Itiye limnandi.,['10111111111111'],['[]']
ithiye limnandi,Itiye limnandi.,"['10111111111111', '10111111111111']","['[]', '[]']"
itiye limnandi,Itiye limnandi.,"['11111111111111', '11111111111111']","['[]', '[]']"
tiye limnandi,Itiye limnandi.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
itiye limnandi,Itiye limnandi.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
itiye limnandi,Itiye limnandi.,['11111111111111'],['[]']
ithiya li umnandi,Itiye limnandi.,['10110111111111'],['[]']
itheyi la mnandi,Itiye limnandi.,['10110110111111'],['[]']
ithiye limnandi,Itiye limnandi.,"['11111111111111', '10111111111111']","['[]', '[]']"
ithiye limnani,Itiye limnandi.,['11111111111111'],['[]']
lithe limandini,Itiye limnandi.,['00000111100111'],"['[""9"", ""14""]']"
idlela imbi,Indlela imbi.,"['11111111111', '11011111111']","['[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
indlela imbi,Indlela imbi.,"['11111111111', '11111111111']","['[]', '[]']"
indlela imbi,Indlela imbi.,"['11111111111', '11111111111']","['[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
indlela iyimbi,Indlela imbi.,"['11111111111', '11111111111', '11111111111']","['[]', '[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
ini dlila imi,Indlela imbi.,"['11001111111', '11101111111']","['[]', '[]']"
indilila imbi,Indlela imbi.,['10011111111'],['[]']
indlela imbi,Indlela imbi.,"['11111111111', '11111111111']","['[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
indlelaimbi,Indlela imbi.,['11111111111'],['[]']
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,"['11111', '11111', '11111']","['[]', '[]', '[]']"
hhamba,Hamba.,['11111'],['[]']
hhamba,Hamba.,['11111'],['[]']
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
unyawo luphi,Unyawo luphi?,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
unyawo luphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
unyabo luphi,Unyawo luphi?,['1111111111'],['[]']
unyawo luphi,Unyawo luphi? ,"['11111111111', '11111111111']","['[]', '[]']"
unyawo luphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
unyawu luphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
unyawo luphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
unyawoluphi,Unyawo luphi?,['1111111111'],['[]']
unayoluphi,Unyawo luphi?,['1010111111'],['[]']
unyawo luphi,Unyawo luphi?,['1111111101'],['[]']
unyawo luphi,Unyawo luphi?,['1111111111'],['[]']
anjaloliphi,Unyawo luphi?,"['0110111011', '0110111011']","['[""3"", ""7""]', '[]']"
uyasibiza na,Uyasibiza na?,['111110111111'],['[]']
uyasibiza na,Uyasibiza na?,"['111111111111', '111111111111', '111110111111']","['[]', '[]', '[]']"
uyasibiza na,Uyasibiza na?,"['111110111111', '111110111111']","[None, '[]']"
uyasibizwa na,Uyasibiza na?,['111111111111'],['[]']
ayasibiza na,Uyasibiza na?,"['111111111111', '111111111111']","['[]', '[]']"
uyasibiza na,Uyasibiza na?,['111111111111'],['[]']
uyasibiza na,Uyasibiza na?,['111111111111'],['[]']
uyasibizana,Uyasibiza na?,"['111110111111', '111110111111']","['[]', '[]']"
uyasebenza na,Uyasibiza na?,['111111011111'],"['[""1"", ""7""]']"
uyasibiza na,Uyasibiza na?,['111110111111'],['[]']
uyasibizana,Uyasibiza na?,['111111111111'],['[]']
uyasibizana,Uyasibiza na?,['111110111111'],['[]']
ziphi manje,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
ziphi manje,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
wiphi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
ziphi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,['1111111111'],['[]']
siphi manje,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
ziphi manje,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
ziphi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,['1111111111'],['[]']
zibi manje,Ziphi manje?,['1111111111'],['[]']
amasela ayoshonsha,Amasela ayontshontsha.,['1111111111110011001'],['[]']
amasela ayothon tjha,Amasela ayontshontsha.,"['1111111111111011101', '1111111111111111111']","['[]', '[]']"
amasila ayothotha,Amasela ayontshontsha.,['1110011111110010001'],['[]']
amasela ayontshontsha,Amasela ayontshontsha.,['1111111111011111111'],['[]']
amasela ayontshontsha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasela ayontshontsha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasela ayontshontsha,Amasela ayontshontsha.,['1111111111011111111'],['[]']
amasela ayoncwashaa,Amasela ayontshontsha.,['1111111111100000000'],['[]']
amasilila ayattshwatshwa,Amasela ayontshontsha.,['1111011111000000000'],"['[""5""]']"
amasela ayontshontsha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasela ayothotha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasihla ayothishosha,Amasela ayontshontsha.,['1111101111100001000'],['[]']
isifo sibi,Isifo sibi.,"['1111111111', '1111111111']","['[]', '[]']"
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo cib,Isifo sibi.,"['1111111111', '1111111111']","['[]', '[]']"
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo siphi,Isifo sibi.,"['1111111111', '1111111111']","['[]', '[]']"
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo sib,Isifo sibi.,"['1111111111', '1111111101']","['[]', '[]']"
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo sibi,Isifo sibi.,['1111111111'],['[]']
izifo sib,Isifo sibi.,['1011111111'],['[]']
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
ngikhutshelile ukuthi ulathela,Ngikutshelile ukuthi fulathela.,['11110011111110111111111111'],['[]']
ingikhushelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11010011111110111111111111'],"['[""0""]']"
ingikhutshela ukuthi fulathela,Ngikutshelile ukuthi fulathela.,"['11010001111110111111111111', '11010011000110111111111111']","['[]', '[""0""]']"
ngikutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
ngikutshelile ukuthi vulathela,Ngikutshelile ukuthi fulathela.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
ngikutshelile ukudi fulathela,Ngikutshelile ukuthi fulathela.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
ngikutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11111111111111111111111111'],['[]']
ingikutusilile ukuthi fuaile,Ngikutshelile ukuthi fulathela.,['11010001111110111111111010'],['[]']
ingigutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11011111111110111111111111'],"['[""0""]']"
ngikhushelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11011111111110111111111111'],['[]']
ngikhutshelile ukuthifulathela,Ngikutshelile ukuthi fulathela.,['11111111111111111111111111'],['[]']
ingithuhihleliukuthi ufakela,Ngikutshelile ukuthi fulathela.,['11000000000110111100000011'],"['[""0""]']"
izintaba zinde,Izintaba zinde.,"['11110111111111', '11110111111111']","['[]', '[]']"
izintaba zinde,Izintaba zinde.,"['11110111111111', '11110111111111']","['[]', '[]']"
izitabazinda,Izintaba zinde.,"['11110111111110', '11110111111110']","['[]', '[""14""]']"
zintaba zinde,Izintaba zinde.,"['11111111111111', '11111111111111']","['[]', '[]']"
izintaba zinde,Izintaba zinde.,"['11111111111111', '11111111111111']","['[]', '[]']"
izintaba zinde,Izintaba zinde.,"['11111111111111', '11111111111111']","['[]', '[]']"
izintaba zinde,Izintaba zinde.,['11111111111111'],['[]']
izintaba zinde,Izintaba zinde.,['11110111111111'],['[]']
izinthaba zinde,Izintaba zinde.,['11110111111111'],['[]']
izintaba zinde,Izintaba zinde.,['11111111111111'],['[]']
izintaba zimbe,Izintaba zinde.,['11111111111111'],['[]']
izintaba zinhle,Izintaba zinde.,"['11111111111101', '11110111111101']","['[""12""]', '[]']"
ehhe,"Ehhe, siyambona lapho.",['111111111111111111'],['[]']
ehhe,"Ehhe, siyambona lapho.","['101111111011111111', '111111111111111111', '000111110011111111']","['[]', '[]', '[]']"
e siyambona lapho,"Ehhe, siyambona lapho.","['101111111011111111', '100111111011111111']","['[]', '[]']"
ehheom,"Ehhe, siyambona lapho.",['111111111111111111'],['[]']
ehhe,"Ehhe, siyambona lapho.","['111111111111111111', '101111111111111111']","['[]', '[]']"
e siyambona lapho,"Ehhe, siyambona lapho.",['100111111111111111'],['[]']
